title;realAgent;address;sqm;feature1;feature2;price;link;lon;lat;last_update
Geräumige 4-Zimmer-Altbauwohnung nähe Altes AKH - VIDEO verfügbar!;primus REAL ESTATE GmbH;1080 Wien, 08. Bezirk, Josefstadt, Alser Straße;136;4 Zimmer;Balkon;2262;/iad/immobilien/d/mietwohnungen/wien/wien-1080-josefstadt/geraeumige-4-zimmer-altbauwohnung-naehe-altes-akh-video-verfuegbar-628413209/;16,354062;48,214753;25.02.31 02:41
Imposante 3-Zimmer Dachgeschoss Wohnung **mit eigener Dachterrasse** in sehr guter Lage in *1040 Wien*;Gewerblicher Anbieter;1040 Wien, 04. Bezirk, Wieden, Johann Strauß-Gasse 33;80;3 Zimmer;Dachterrasse;1120;/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/imposante-3-zimmer-dachgeschoss-wohnung-mit-eigener-dachterrasse-in-sehr-guter-lage-in-1040-wien-631955635/;16,3687061;48,1872056;26.02.31 02:41
Lager zu vermieten (ehemalige Wohnung) in sehr guter Lage, direkt auf der Wiedner Hauptstraße in *1050 Wien*;Gewerblicher Anbieter;1050 Wien, 05. Bezirk, Margareten, Wiedner Hauptstraße 114;47;2 Zimmer;2 Zimmer;380;/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/lager-zu-vermieten-ehemalige-wohnung-in-sehr-guter-lage-direkt-auf-der-wiedner-hauptstrasse-in-1050-wien-631957474/;16,3622369;48,1854253;27.02.31 02:41
Ruhig gelegene 2,5 Zimmer Wohnung Nähe U2 Messe-Prater!;Mag. Wögerer Immobilien;1020 Wien, 02. Bezirk, Leopoldstadt, Stuwerstr.;78;3 Zimmer;3 Zimmer;775;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/ruhig-gelegene-2-5-zimmer-wohnung-naehe-u2-messe-prater-627812624/;16,402155;48,218795;28.02.31 02:41
sonnige Garconniere mit Gemeinschaftsgarten - kein Makler;Privat;1190 Wien, 19. Bezirk, Döbling, Paul-Ehrlich Gasse;35;1 Zimmer;1 Zimmer;650;/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/sonnige-garconniere-mit-gemeinschaftsgarten-kein-makler-636459997/;16,335794;48,252114;01.03.31 02:41
helle Dachgeschosswohnung;Privat;1210 Wien, 21. Bezirk, Floridsdorf, Satzingerweg 10;64;2 Zimmer;Terrasse, Loggia;991,66;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/helle-dachgeschosswohnung-636468038/;16,41855946;48,25578725;02.03.31 02:41
Garconniere Nähe Brunnenmarkt provisionsfrei zur Vermietung;Privat;1160 Wien, 16. Bezirk, Ottakring, Gaullachergasse 16/2/Top 11;50;2 Zimmer;2 Zimmer;840;/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/garconniere-naehe-brunnenmarkt-provisionsfrei-zur-vermietung-610795668/;16,334966;48,211922;03.03.31 02:41
Neubau Wohnung in ruhiger Lage mit Blick ins Grüne, U3 Johnstraße 3 Minuten Fußweg;Privat;1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Nobilegasse 39;60;2 Zimmer;Balkon;935;/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/neubau-wohnung-in-ruhiger-lage-mit-blick-ins-gruene-u3-johnstrasse-3-minuten-fussweg-636460315/;16,3160915;48,1973789;04.03.31 02:41
Sonnige 2 Zimmerwohnung mit Balkon! Ottakring, U3!;RAAB & Partner Immobilien Gesellschaft m.b.H.;1160 Wien, 16. Bezirk, Ottakring, Ottakringer Straße;56;2 Zimmer;Balkon;847,83;/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/sonnige-2-zimmerwohnung-mit-balkon-ottakring-u3-599166847/;16,321064;48,213503;05.03.31 02:41
großzügige 2-Zimmer-Wohnung - SOLARHEIZUNG - Niedrigenergiestandard - CO2-neutrale PELLETSHEIZUNG - hoher WOHLFÜHLFAKTOR! Ab JETZT;Schantl ITH Immobilientreuhand GmbH;1160 Wien, 16. Bezirk, Ottakring, Ottakringer Straße;56;2 Zimmer;Balkon;847,83;/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/grosszuegige-2-zimmer-wohnung-solarheizung-niedrigenergiestandard-co2-neutrale-pelletsheizung-hoher-wohlfuehlfaktor-ab-jetzt-611298295/;16,321064;48,213503;06.03.31 02:41
Ruhig gelegene Altbauwohnung inkl. Heizung - unbefristet!;Immoservice JMP GmbH;1160 Wien, 16. Bezirk, Ottakring, Ottakringer Straße;39;1 Zimmer;1 Zimmer;604,82;/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/ruhig-gelegene-altbauwohnung-inkl-heizung-unbefristet-290609489/;16,321064;48,213503;07.03.31 02:41
* TRAUMHAFTE MIETWOHNUNG * ZWEI-ZIMMER * JETZT ANFRAGEN * MIT FREIFLAECHE * 13.ETAGE * LAKESIDE * WIEN DONAUSTADT;DECUS Immobilien GmbH;1220 Wien, 22. Bezirk, Donaustadt, Janis-Joplin-Promenade;67;2 Zimmer;Balkon;1022,66;/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/-traumhafte-mietwohnung-zwei-zimmer-jetzt-anfragen-mit-freiflaeche-13-etage-lakeside-wien-donaustadt-616163272/;16,437429;48,242796;08.03.31 02:41
* SEESTADT * TOP LAGE * U2 * LOFT * 11. STOCK * BALKON * AUSRICHTUNG WESTEN;DECUS Immobilien GmbH;1220 Wien, 22. Bezirk, Donaustadt, Janis-Joplin-Promenade;57;1 Zimmer;Balkon;876,78;/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/-seestadt-top-lage-u2-loft-11-stock-balkon-ausrichtung-westen-616152083/;16,437429;48,242796;09.03.31 02:41
* ZWEI-ZIMMER * MIT FREIFLAECHE * 13.ETAGE * LAKESIDE * WIEN DONAUSTADT * TRAUMHAFTE MIETWOHNUNG;DECUS Immobilien GmbH;1220 Wien, 22. Bezirk, Donaustadt, Janis-Joplin-Promenade;67;2 Zimmer;Balkon;1022,66;/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/-zwei-zimmer-mit-freiflaeche-13-etage-lakeside-wien-donaustadt-traumhafte-mietwohnung-615937755/;16,437429;48,242796;10.03.31 02:41
/ NEUBAU / LOFT / EIN ZIMMER / MIT BALKON / WESTEN / 11. STOCK / SEESTADT / U2;DECUS Immobilien GmbH;1220 Wien, 22. Bezirk, Donaustadt, Janis-Joplin-Promenade;57;1 Zimmer;Balkon;876,78;/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/-neubau-loft-ein-zimmer-mit-balkon-westen-11-stock-seestadt-u2-615313608/;16,437429;48,242796;11.03.31 02:41
3 Zimmer Dachgeschoss Wohntraum mit großer Terrasse!;EHL Immobilien GmbH;"1030 Wien, 03. Bezirk, Landstraße, Erdberger Lände ""Adl"" 38";78;3 Zimmer;Terrasse, Balkon;1540;/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/3-zimmer-dachgeschoss-wohntraum-mit-grosser-terrasse-626295268/;16,390259;48,188092;12.03.31 02:41
TOPANGEBOT |BALKONWOHNUNG | GARTENRUHELAGE | 67m2 | 2 ZIMMER | WOHNKÜCHE |BELVEDERE | SOFORTBEZUG |2.LIFTSTOCK;DECUS Immobilien GmbH;1040 Wien, 04. Bezirk, Wieden, Prinz Eugen-Straße;67;2 Zimmer;Balkon;888,5;/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/topangebot-balkonwohnung-gartenruhelage-67m-2-zimmer-wohnkueche-belvedere-sofortbezug-2-liftstock-632469422/;16,375577;48,196999;13.03.31 02:41
WUNDERSCHÖNE HELLE ALTBAUWOHNUNG;Mirela Kristo Immobilientreuhand GmbH;1010 Wien, 01. Bezirk, Innere Stadt, Marc-Aurel-Straße;125;4 Zimmer;Balkon;2333,13;/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/wunderschoene-helle-altbauwohnung-636463128/;16,373525;48,212342;14.03.31 02:41
FREUNDLICHE ALTBAUWOHNUNG IM ERSTEN BEZIRK;Mirela Kristo Immobilientreuhand GmbH;1010 Wien, 01. Bezirk, Innere Stadt, Marc-Aurel-Straße;129;4 Zimmer;Balkon;2142,69;/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/freundliche-altbauwohnung-im-ersten-bezirk-636462633/;16,373525;48,212342;15.03.31 02:41
ALTBAUWOHNUNG IM ERSTBEZUG;Mirela Kristo Immobilientreuhand GmbH;1010 Wien, 01. Bezirk, Innere Stadt, Marc-Aurel-Straße;126;4 Zimmer;Balkon;2418,13;/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/altbauwohnung-im-erstbezug-636450492/;16,373525;48,212342;16.03.31 02:41
Erstbezug mit Balkon LOW RISE, seitlicher Donau- und Stadtblick Top 1.81 - Provisionsfrei;BUWOG Group GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;56;2 Zimmer;Balkon, Loggia;1182,58;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/erstbezug-mit-balkon-low-rise-seitlicher-donau-und-stadtblick-top-1-81-provisionsfrei-581817199/;16,430228;48,206417;17.03.31 02:41
MARINA TOWER - LOW RISE, 3 Zimmer mit Donaublick und Balkon - Top 1.69 - Provisionsfrei;BUWOG Group GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;73;3 Zimmer;Balkon, Loggia;1979,27;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/marina-tower-low-rise-3-zimmer-mit-donaublick-und-balkon-top-1-69-provisionsfrei-585792584/;16,430228;48,206417;18.03.31 02:41
MARINA TOWER- LOW RISE, helle Eckwohnung mit Donaublick und Freifläche Top 1.75 - Provisionsfrei;BUWOG Group GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;74;3 Zimmer;Balkon, Loggia;2051,52;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/marina-tower-low-rise-helle-eckwohnung-mit-donaublick-und-freiflaeche-top-1-75-provisionsfrei-585792586/;16,430228;48,206417;19.03.31 02:41
MARINA TOWER- LOW RISE, helle Eckwohnung mit Donaublick und Balkon - Top 1.91 - Provisionsfrei;BUWOG Group GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;74;3 Zimmer;Balkon, Loggia;2078,45;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/marina-tower-low-rise-helle-eckwohnung-mit-donaublick-und-balkon-top-1-91-provisionsfrei-585792590/;16,430228;48,206417;20.03.31 02:41
LOW RISE - Marina Tower - Erstbezug mit Freifläche, seitlicher Donaublick Top 1.20 - Provisionsfrei;BUWOG Group GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;56;2 Zimmer;Balkon, Loggia;1144,33;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/low-rise-marina-tower-erstbezug-mit-freiflaeche-seitlicher-donaublick-top-1-20-provisionsfrei-585792594/;16,430228;48,206417;21.03.31 02:41
Marina Tower - LOW RISE Erstbezug mit Balkon und Fernblick über die Donau Top 1.22 - Provisionsfrei;BUWOG Group GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;74;3 Zimmer;Balkon, Loggia;1938,39;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/marina-tower-low-rise-erstbezug-mit-balkon-und-fernblick-ueber-die-donau-top-1-22-provisionsfrei-585528236/;16,430228;48,206417;22.03.31 02:41
MARINA TOWER - LOW RISE, heller Erstbezug mit Fernblick über die Donau - Provisionsfrei;BUWOG Group GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;74;3 Zimmer;Balkon, Loggia;1965,21;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/marina-tower-low-rise-heller-erstbezug-mit-fernblick-ueber-die-donau-provisionsfrei-585528237/;16,430228;48,206417;23.03.31 02:41
MARINA TOWER- Low Rise, westseitiger Erstbezug mit Balkon Top 1.18 - Provisionsfrei;BUWOG Group GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;66;2 Zimmer;Balkon, Loggia;1288,18;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/marina-tower-low-rise-westseitiger-erstbezug-mit-balkon-top-1-18-provisionsfrei-624134655/;16,430228;48,206417;24.03.31 02:41
MARINA TOWER LOW RISE- frei finanzierte Miete, Top 1.34, 1020 Wien;BUWOG Group GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;56;2 Zimmer;Balkon, Loggia;1155,48;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/marina-tower-low-rise-frei-finanzierte-miete-top-1-34-1020-wien-624134658/;16,430228;48,206417;25.03.31 02:41
MARINA TOWER - LOW RISE, Erstbezug mit Balkon und seitlicher Donaublick Top 1.53 - Provisionsfrei;BUWOG Group GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;56;2 Zimmer;Balkon, Loggia;1162,76;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/marina-tower-low-rise-erstbezug-mit-balkon-und-seitlicher-donaublick-top-1-53-provisionsfrei-624134660/;16,430228;48,206417;26.03.31 02:41
MARINA TOWER - LOW RISE, 2 Zimmer mit Balkon, seitlicher Donaublick Top 1.73 - PROVISIONSFREI;BUWOG Group GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;56;2 Zimmer;Balkon, Loggia;1175,31;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/marina-tower-low-rise-2-zimmer-mit-balkon-seitlicher-donaublick-top-1-73-provisionsfrei-624134663/;16,430228;48,206417;27.03.31 02:41
KURZZEIT - ab 33 Tagen - 3 Zimmer LUXUS Wohnung mit traumhaftem Panorama;Privat;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;66;3 Zimmer;Loggia;2500;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/kurzzeit-ab-33-tagen-3-zimmer-luxus-wohnung-mit-traumhaftem-panorama-626797442/;16,430228;48,206417;28.03.31 02:41
LOW RISE - Südseitiger Erstbezug mit Balkon und Fernblick über die Stadt PROVISIONSFREI - Top 1.94;BUWOG Group GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;48;2 Zimmer;Balkon;1224,33;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/low-rise-suedseitiger-erstbezug-mit-balkon-und-fernblick-ueber-die-stadt-provisionsfrei-top-1-94-532179832/;16,430228;48,206417;29.03.31 02:41
MARINA TOWER;IES Immobilien- Projektentwicklung GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291;66;2 Zimmer;Balkon, Loggia;1321,75;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/marina-tower-521319565/;16,430228;48,206417;30.03.31 02:41
BARANY & ME, frei finanzierte Miete, Baranygasse 7, 1220 Wien;BUWOG Group GmbH;1220 Wien, 22. Bezirk, Donaustadt, Baranygasse 7;86;3 Zimmer;Balkon;1399;/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/barany-me-frei-finanzierte-miete-baranygasse-7-1220-wien-585528256/;;;31.03.31 02:41
BARANY & ME, frei finanzierte Miete, Baranygasse 7, 1220 Wien;BUWOG Group GmbH;1220 Wien, 22. Bezirk, Donaustadt, Baranygasse 7;103;4 Zimmer;Balkon;1699;/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/barany-me-frei-finanzierte-miete-baranygasse-7-1220-wien-585528244/;;;01.04.31 02:41
** WOHNEN IM GRÜNEN, BARANY & ME, PROVISIONSFREI, freifinanzierte Mietwohnung, ERSTBEZUG **;BUWOG Group GmbH;1220 Wien, 22. Bezirk, Donaustadt, Baranygasse 7;86;3 Zimmer;Balkon;1383,72;/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/-wohnen-im-gruenen-barany-me-provisionsfrei-freifinanzierte-mietwohnung-erstbezug-585528242/;;;02.04.31 02:41
Provisionsfrei - sehr hell, Fernblick, perfekte Öffi-Anbindung;Privat;1050 Wien, 05. Bezirk, Margareten, Wiedner Hauptstraße 141;50;1 Zimmer;1 Zimmer;670;/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/provisionsfrei-sehr-hell-fernblick-perfekte-oeffi-anbindung-636460204/;16,3587786;48,1815915;03.04.31 02:41
Ausrichtung in ruhigen Innenhof - möbliert!;Frank Immobilien GmbH;1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Alliogasse 28;38;1 Zimmer;1 Zimmer;640;/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/ausrichtung-in-ruhigen-innenhof-moebliert-636461003/;16,3282782;48,2043727;04.04.31 02:41
CITYGATE - voll möbilierte 3-Zimmer-Wohnung mit atemberaubendem Ausblick / 74m2 Wohnfläche + 25m2 Balkon;Privat;1210 Wien, 21. Bezirk, Floridsdorf, Seyringer Straße 5;74;3 Zimmer;3 Zimmer;1400;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/citygate-voll-moebilierte-3-zimmer-wohnung-mit-atemberaubendem-ausblick-74m2-wohnflaeche-25m2-balkon-636296479/;16,4539106;48,2646813;05.04.31 02:41
*Atemberaubenden Ausblick - 24.Stock! Ideal geschnittene 2 Zimmer Wohnung inkl Balkon! Relaxen im hauseigenen Wellnessbereich! Ab 1.2.2023 verfügbar*;teamneunzehn-Gruppe;1210 Wien, 21. Bezirk, Floridsdorf, Seyringer Straße 5;41;2 Zimmer;Balkon, Loggia;749,99;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-atemberaubenden-ausblick-24-stock-ideal-geschnittene-2-zimmer-wohnung-inkl-balkon-relaxen-im-hauseigenen-wellnessbereich-ab-1-2-2023-verfuegbar-625654621/;16,4539106;48,2646813;06.04.31 02:41
*Atemberaubenden Ausblick - 24.Stock! Ideal geschnittene 2 Zimmer Wohnung inkl Balkon! Relaxen im hauseigenen Wellnessbereich! Ab 1.2.2023 verfügbar*;teamneunzehn-Gruppe;1210 Wien, 21. Bezirk, Floridsdorf, Seyringer Straße 5;41;2 Zimmer;Balkon, Loggia;749,99;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-atemberaubenden-ausblick-24-stock-ideal-geschnittene-2-zimmer-wohnung-inkl-balkon-relaxen-im-hauseigenen-wellnessbereich-ab-1-2-2023-verfuegbar-625654621/;16,4539106;48,2646813;07.04.31 02:41
Studentenwohnung 1020 Wien;Privat;1020 Wien, 02. Bezirk, Leopoldstadt, Blumauergasse;45;2 Zimmer;2 Zimmer;500;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/studentenwohnung-1020-wien-636433357/;16,383541;48,218608;08.04.31 02:41
Freundlich modernes, komplett möbliertes Business- Apartment;RealGoodLiving Real Estate Services GmbH;1020 Wien, 02. Bezirk, Leopoldstadt, Blumauergasse;58;2 Zimmer;2 Zimmer;1250;/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/freundlich-modernes-komplett-moebliertes-business-apartment-635795487/;16,383541;48,218608;09.04.31 02:41
Paradies in Wien für Familien mit Kleinkinder: Gartenwohnung mit Schwimmbad für 1. Monat, 3., 6. oder 12 Monate bis zu 5 Jahren zu mieten.;Privat;1230 Wien, 23. Bezirk, Liesing, Reklewskigasse 7;80;3 Zimmer;Terrasse, Garten;1990;/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/paradies-in-wien-fuer-familien-mit-kleinkinder-gartenwohnung-mit-schwimmbad-fuer-1-monat-3-6-oder-12-monate-bis-zu-5-jahren-zu-mieten-636428722/;16,30249356;48,14468395;10.04.31 02:41
Charmantes Single-Apartment nähe U4 Braunschweiggasse;EDEX Immobilien GmbH;1140 Wien, 14. Bezirk, Penzing, Penzinger Straße;34;1 Zimmer;1 Zimmer;599;/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/charmantes-single-apartment-naehe-u4-braunschweiggasse-636434844/;16,302733;48,189616;11.04.31 02:41
Helle Single-Wohnung nähe U4 Braunschweiggasse;EDEX Immobilien GmbH;1140 Wien, 14. Bezirk, Penzing, Penzinger Straße;34;1 Zimmer;1 Zimmer;599;/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/helle-single-wohnung-naehe-u4-braunschweiggasse-628274544/;16,302733;48,189616;12.04.31 02:41
Helle 2-Zimmer-Wohnung mit Balkon nähe U4 Braunweiggasse;EDEX Immobilien GmbH;1140 Wien, 14. Bezirk, Penzing, Penzinger Straße;54;2 Zimmer;Balkon;799;/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/helle-2-zimmer-wohnung-mit-balkon-naehe-u4-braunweiggasse-628274546/;16,302733;48,189616;13.04.31 02:41
Provisionsfreie Mietwohnung nahe U2 Station;Privat;1220 Wien, 22. Bezirk, Donaustadt, Simon-de-Beauvoir-Platz 4;41;2 Zimmer;Balkon;759;/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/provisionsfreie-mietwohnung-nahe-u2-station-636424989/;16,505885;48,225316;14.04.31 02:41
Leopold XXI - moderne Erdgeschosswohnung mit großzügiger Terrasse!;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;65;3 Zimmer;Terrasse, Loggia, Dachterrasse;1090;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-moderne-erdgeschosswohnung-mit-grosszuegiger-terrasse-598866998/;16,4364421;48,2630787;15.04.31 02:41
LEOPOLD XXI - ideale Pärchenwohnung in modernem Erstbezug;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;50;2 Zimmer;Terrasse, Loggia, Dachterrasse;846;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-ideale-paerchenwohnung-in-modernem-erstbezug-598867005/;16,4364421;48,2630787;16.04.31 02:41
LEOPOLD XXI - Ideale Balance zwischen Stadt und ländlichem Charme;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;52;2 Zimmer;Terrasse, Loggia, Dachterrasse;836;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-ideale-balance-zwischen-stadt-und-laendlichem-charme-588854393/;16,4364421;48,2630787;17.04.31 02:41
LEOPOLD XXI - moderne Dachgeschosswohnung mit Terrasse;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;72;3 Zimmer;Terrasse, Loggia, Dachterrasse;1196;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-moderne-dachgeschosswohnung-mit-terrasse-588854402/;16,4364421;48,2630787;18.04.31 02:41
LEOPOLD XXI - traumhafte 2-Zimmerwohnung mit Anbindung ins Stadtinnere;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;56;2 Zimmer;Terrasse, Loggia, Dachterrasse;890;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-traumhafte-2-zimmerwohnung-mit-anbindung-ins-stadtinnere-588847949/;16,4364421;48,2630787;19.04.31 02:41
Leopold XXI - Moderne 3-Zimmer-Wohnung für Naturliebhaber;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;58;3 Zimmer;Terrasse, Loggia, Dachterrasse;990,01;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-moderne-3-zimmer-wohnung-fuer-naturliebhaber-575863176/;16,4364421;48,2630787;20.04.31 02:41
Leopold XXI - 2-Zimmer Pärchenhit in Ruheoase;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;41;2 Zimmer;Balkon, Loggia, Dachterrasse;749;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-2-zimmer-paerchenhit-in-ruheoase-575863205/;16,4364421;48,2630787;21.04.31 02:41
Leopold XXI - Top 2-Zimmer-Neubauwohnung im Grünen;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;42;2 Zimmer;Terrasse, Loggia, Dachterrasse;749,99;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-top-2-zimmer-neubauwohnung-im-gruenen-575863212/;16,4364421;48,2630787;22.04.31 02:41
LEOPOLD XXI - Erstbezug im 21. Bezirk: Top 2-Zimmerwohnung;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;46;2 Zimmer;Terrasse, Loggia, Dachterrasse;795,99;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-erstbezug-im-21-bezirk-top-2-zimmerwohnung-588842142/;16,4364421;48,2630787;23.04.31 02:41
Leopold XXI - wunderschöner Erstbezug mit Terrasse!;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;63;3 Zimmer;Terrasse, Loggia, Dachterrasse;1090;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-wunderschoener-erstbezug-mit-terrasse-588842171/;16,4364421;48,2630787;24.04.31 02:41
LEOPOLD XXI - Ideale Balance zwischen Stadt und ländlichem Charme;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;59;3 Zimmer;Terrasse, Loggia, Dachterrasse;990;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-ideale-balance-zwischen-stadt-und-laendlichem-charme-589111799/;16,4364421;48,2630787;25.04.31 02:41
LEOPOLD XXI - 2-Zimmer Erstbezug mit großer Terrasse!;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;53;2 Zimmer;Terrasse, Loggia, Dachterrasse;875;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-2-zimmer-erstbezug-mit-grosser-terrasse-588838042/;16,4364421;48,2630787;26.04.31 02:41
Leopold XXI - traumhafte Erdgeschosswohnung mit Terrasse!;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;59;3 Zimmer;Terrasse, Loggia, Dachterrasse;990;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-traumhafte-erdgeschosswohnung-mit-terrasse-588838044/;16,4364421;48,2630787;27.04.31 02:41
Leopold XXI - lichtdurchflutete Dachgeschosswohnung im 21.!;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;72;3 Zimmer;Terrasse, Loggia, Dachterrasse;1196,01;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-lichtdurchflutete-dachgeschosswohnung-im-21-588854398/;16,4364421;48,2630787;28.04.31 02:41
LEOPOLD XXI - wunderschöne Dachgeschosswohnung mit Terrasse!;EHL Immobilien GmbH;1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Platz 9-11;53;2 Zimmer;Terrasse, Loggia, Dachterrasse;846;/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leopold-xxi-wunderschoene-dachgeschosswohnung-mit-terrasse-588838017/;16,4364421;48,2630787;29.04.31 02:41
